order_id;year;timestamp;month;channel;customer_type;customer_or_account_label;account_segment;raw_incoming_message;interpretability;mood_tags;bodily_need_tags;dietary_constraints;requested_quantity;requested_products;season_context;inventory_reference;inventory_pressure;fulfillment_status;substitution_required;pickup_delivery;route_zone;payment_terms;repeat_customer;receipt_base;thomas_internal_note;
MH-2025-12-5170;2025;2025-12-09 19:15;December;WhatsApp;B2B account;Friedrichshain Bistro;specialty coffee;Friedrichshain Bistro: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 5.2 kg.;clear;sleep disruption, dark season;easy evening food;vegetarian;5.2 kg;miso broth base, oyster mushroom, dried chanterelle;Winter;mature supplier network: oyster mushroom, holiday forest blend, miso broth base;high;fulfilled;no;kitchen drop-off;Mitte;invoice end of month;new in trial;Winter dried mushroom-miso broth / holiday forest box;"profile already in account sheet; holiday capacity tight";
MH-2025-12-5171;2025;2025-12-24 10:57;December;standing account email;B2B account;Catering Kollektiv Ost;hotel kitchen;Catering Kollektiv Ost: Please keep our usual rhythm this week, 4.0 kg. Same seasonal direction unless forest availability changed.;clear;need warmth, sleep disruption;warmth without heaviness;no onions;4.0 kg;miso broth base, holiday forest blend;Winter;dried stock buffer + fresh rotation: holiday forest blend, dried porcini, miso broth base;medium;fulfilled;no;kitchen drop-off;Köpenick;monthly invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"repeat client expects continuity; holiday capacity tight";
MH-2025-12-5172;2025;2025-12-15 09:56;December;phone note;B2B account;Catering Kollektiv Ost;hotel kitchen;Please reduce by 15% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 24.4 kg.;clear;need warmth, dark season;grounding;no onions;24.4 kg;miso broth base;Winter;dried stock buffer + fresh rotation: holiday forest blend, dried chanterelle, dried porcini;high;fulfilled;no;early delivery;pickup at workshop;monthly invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; holiday capacity tight";
MH-2025-12-5173;2025;2025-12-22 10:41;December;email;B2B account;Bistro Neukölln;catering/yoga retreat;Bistro Neukölln: Please keep our usual rhythm this week, 13.9 kg. Same seasonal direction unless forest availability changed.;clear;low energy, dark season;warmth without heaviness;none stated;13.9 kg;dried porcini;Winter;dried stock buffer + fresh rotation: holiday forest blend, dried chanterelle, dried porcini;high;substituted;yes;kitchen drop-off;Wedding;standing account invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"profile already in account sheet; explain substitution plainly; holiday capacity tight";
MH-2025-12-5174;2025;2025-12-29 12:48;December;phone note;B2B account;Hotel am Stein;cafe/brunch;Hotel am Stein: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 18.8 kg.;clear;dark season, sleep disruption;low-stimulation;mostly plant-based;18.8 kg;oyster mushroom, dried porcini;Winter;dried stock buffer + fresh rotation: dried chanterelle, oyster mushroom, holiday forest blend;high;fulfilled;yes;delivery;pickup at workshop;invoice end of month;yes;Winter dried mushroom-miso broth / holiday forest box;"keep knowledge note concise; holiday capacity tight";
MH-2025-12-5175;2025;2025-12-14 10:26;December;email;B2B account;Workspace Coffee Mitte;specialty coffee;Workspace Coffee Mitte: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 24.4 kg.;clear;quiet, dark season;warmth without heaviness;no garlic;24.4 kg;oyster mushroom, dried chanterelle;Winter;dried stock buffer + fresh rotation: dried porcini, holiday forest blend, dried chanterelle;medium;fulfilled;no;standing route drop;Köpenick;monthly invoice;new in trial;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; holiday capacity tight";
MH-2025-12-5176;2025;2025-12-21 16:50;December;phone note;B2B account;Yoga Retreat Kitchen;restaurant;"Standing order confirmation for 6.7 kg. We need delivery before 09:00; chef asks for lighter prep notes for the team.";needs follow-up;dark season, quiet;easy evening food;lactose-free;6.7 kg;oyster mushroom, holiday forest blend, dried chanterelle;Winter;standing B2B allocation: oyster mushroom, dried chanterelle, dried porcini;medium;fulfilled;no;kitchen drop-off;Neukölln;bank transfer after delivery;yes;Winter dried mushroom-miso broth / holiday forest box;"repeat client expects continuity; holiday capacity tight";
MH-2025-12-5177;2025;2025-12-19 08:18;December;phone note;B2B account;Mitte Wellness Hotel;restaurant;Mitte Wellness Hotel: Please keep our usual rhythm this week, 5.1 kg. Same seasonal direction unless forest availability changed.;clear;dark season, sleep disruption;grounding;sensitive stomach;5.1 kg;holiday forest blend, miso broth base, dried porcini;Winter;mature supplier network: oyster mushroom, miso broth base, dried porcini;very high;substituted;yes;standing route drop;Kreuzberg;monthly invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"profile already in account sheet; offer equivalent texture rather than same species; holiday capacity tight";
MH-2025-12-5178;2025;2025-12-13 14:15;December;shared calendar note;Private customer;Marta S.;weekly private rhythm;Hi Thomas, can I get 3 portions for this weekend? I feel quiet and need something that does not sit too heavy. no garlic;mostly clear;need warmth, low energy;low-stimulation;no garlic;3 portions;miso broth base, dried porcini;Winter;mature supplier network: miso broth base, dried chanterelle, holiday forest blend;very high;substituted;yes;pickup;Schöneberg;paid via webshop;unknown;Winter dried mushroom-miso broth / holiday forest box;"watch delivery timing and storage capacity; explain substitution plainly; holiday capacity tight";
MH-2025-12-5179;2025;2025-12-07 10:04;December;email;Private customer;Clara M.;returning customer;Hey, same direction as last time if possible, but more simple. Quantity: 0.7 kg.;clear;quiet, sleep disruption;warmth without heaviness;sensitive stomach;0.7 kg;dried chanterelle, oyster mushroom, holiday forest blend;Winter;dried stock buffer + fresh rotation: dried porcini, dried chanterelle, oyster mushroom;high;substituted;yes;pickup;Mitte;transfer within 3 days;unknown;Winter dried mushroom-miso broth / holiday forest box;"profile already in account sheet; explain substitution plainly; holiday capacity tight";
MH-2025-12-5180;2025;2025-12-17 07:13;December;shared calendar note;B2B account;Bistro Neukölln;cafe/brunch;Please reduce by 25% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 30.2 kg.;clear;sleep disruption, low energy;easy evening food;vegetarian;30.2 kg;dried chanterelle;Winter;Polish shipment + local cultivated stock: miso broth base, holiday forest blend, dried chanterelle;medium;fulfilled;no;standing route drop;delivery route east;invoice end of month;new in trial;Winter dried mushroom-miso broth / holiday forest box;"repeat client expects continuity; holiday capacity tight";
MH-2025-12-5181;2025;2025-12-06 22:45;December;webshop note;B2B account;Catering Kollektiv Ost;specialty coffee;Catering Kollektiv Ost: Please keep our usual rhythm this week, 17.6 kg. Same seasonal direction unless forest availability changed.;clear;sleep disruption, dark season;grounding;mostly plant-based;17.6 kg;dried chanterelle, oyster mushroom;Winter;mature supplier network: miso broth base, dried chanterelle, oyster mushroom;high;fulfilled;no;standing route drop;Wedding;standing account invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"watch delivery timing and storage capacity; holiday capacity tight";
MH-2025-12-5182;2025;2025-12-30 18:04;December;shared calendar note;Private customer;Stefan W.;weekly private rhythm;Hello, do you have holiday forest blend available? I am cooking for 4 portions. Need it labelled if possible.;clear;sleep disruption, need warmth;restorative;sensitive stomach;4 portions;dried chanterelle;Winter;Polish shipment + local cultivated stock: miso broth base, oyster mushroom, dried chanterelle;very high;substituted;yes;evening pickup;pickup at workshop;transfer within 3 days;unknown;Winter dried mushroom-miso broth / holiday forest box;"watch delivery timing and storage capacity; mark inventory pressure for next week; holiday capacity tight";
MH-2025-12-5183;2025;2025-12-07 06:42;December;shared calendar note;Private customer;Lena R.;mood box;Hi Thomas, can I get 2 portions for tonight? I feel quiet and need something that does not sit too heavy. nut allergy;clear;low energy, quiet;restorative;nut allergy;2 portions;oyster mushroom;Winter;Polish shipment + local cultivated stock: dried porcini, holiday forest blend, dried chanterelle;high;partial;yes;market handoff;Prenzlauer Berg;bank transfer;no;Winter dried mushroom-miso broth / holiday forest box;"repeat client expects continuity; offer equivalent texture rather than same species; holiday capacity tight";
MH-2025-12-5184;2025;2025-12-11 08:49;December;email;B2B account;Hotel am Stein;cafe/brunch;Menu planning: can you hold 7.1 kg around holiday forest blend profile for next week? Please include substitution options if Polish shipment is late.;clear;low energy, need warmth;easy evening food;no onions;7.1 kg;miso broth base, holiday forest blend, dried chanterelle;Winter;standing B2B allocation: oyster mushroom, miso broth base, dried chanterelle;very high;fulfilled;yes;early delivery;delivery route east;invoice end of month;yes;Winter dried mushroom-miso broth / holiday forest box;"profile already in account sheet; holiday capacity tight";
MH-2025-12-5185;2025;2025-12-16 10:50;December;standing account email;Private customer;Clara M.;event dinner;Hi Thomas, can I get 1.2 kg for tonight? I feel dark season and need something that does not sit too heavy. gluten-free;mostly clear;dark season, low energy;grounding;gluten-free;1.2 kg;dried chanterelle;Winter;dried stock buffer + fresh rotation: miso broth base, dried chanterelle, dried porcini;high;partial;yes;delivery;Wedding;transfer within 3 days;unknown;Winter dried mushroom-miso broth / holiday forest box;"profile already in account sheet; mark inventory pressure for next week; holiday capacity tight";
MH-2025-12-5186;2025;2025-12-13 21:51;December;shared calendar note;B2B account;Hotel am Stein;hotel kitchen;Hotel am Stein: Please keep our usual rhythm this week, 13.0 kg. Same seasonal direction unless forest availability changed.;mostly clear;low energy, dark season;warmth without heaviness;no garlic;13.0 kg;holiday forest blend, oyster mushroom, dried porcini;Winter;mature supplier network: dried porcini, dried chanterelle, miso broth base;high;fulfilled;yes;early delivery;delivery route east;bank transfer after delivery;new in trial;Winter dried mushroom-miso broth / holiday forest box;"repeat client expects continuity; holiday capacity tight";
MH-2025-12-5187;2025;2025-12-02 20:44;December;WhatsApp;Private customer;Ania B.;gift order;Web note: Mushroom Mood Today — feeling quiet. Please choose from what is actually good this week. Need 5 portions.;mostly clear;dark season, low energy;cooling;sensitive stomach;5 portions;miso broth base;Winter;Polish shipment + local cultivated stock: holiday forest blend, dried porcini, miso broth base;high;fulfilled;no;market handoff;delivery route east;transfer within 3 days;yes;Winter dried mushroom-miso broth / holiday forest box;"watch delivery timing and storage capacity; holiday capacity tight";
MH-2025-12-5188;2025;2025-12-05 18:21;December;webshop note;Private customer;repeat customer;weekly private rhythm;Hi Thomas, can I get same as last time for this weekend? I feel need warmth and need something that does not sit too heavy. vegetarian;clear;low energy, quiet;light digestion;vegetarian;same as last time;dried porcini;Winter;mature supplier network: oyster mushroom, holiday forest blend, dried chanterelle;medium;fulfilled;no;route drop;Neukölln;paid via webshop;unknown;Winter dried mushroom-miso broth / holiday forest box;"watch delivery timing and storage capacity; holiday capacity tight";
MH-2025-12-5189;2025;2025-12-05 07:26;December;email;B2B account;Mitte Wellness Hotel;cafe/brunch;Mitte Wellness Hotel: Please keep our usual rhythm this week, 13.3 kg. Same seasonal direction unless forest availability changed.;clear;low energy, sleep disruption;warmth without heaviness;nut allergy;13.3 kg;holiday forest blend, dried porcini;Winter;dried stock buffer + fresh rotation: oyster mushroom, holiday forest blend, dried porcini;medium;fulfilled;no;kitchen drop-off;Charlottenburg;standing account invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; holiday capacity tight";
MH-2025-12-5190;2025;2025-12-08 08:32;December;phone note;B2B account;Friedrichshain Bistro;cafe/brunch;Please reduce by 20% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 5.0 kg.;clear;dark season, low energy;easy evening food;none stated;5.0 kg;dried porcini;Winter;dried stock buffer + fresh rotation: oyster mushroom, dried chanterelle, holiday forest blend;medium;substituted;yes;delivery;Kreuzberg;invoice end of month;yes;Winter dried mushroom-miso broth / holiday forest box;"keep knowledge note concise; offer equivalent texture rather than same species; holiday capacity tight";
MH-2025-12-5191;2025;2025-12-10 09:27;December;shared calendar note;B2B account;Bistro Neukölln;cafe/brunch;Bistro Neukölln: Please keep our usual rhythm this week, 27.7 kg. Same seasonal direction unless forest availability changed.;clear;quiet, need warmth;warmth without heaviness;mostly plant-based;27.7 kg;dried chanterelle, dried porcini, oyster mushroom;Winter;Polish shipment + local cultivated stock: dried chanterelle, holiday forest blend, miso broth base;high;fulfilled;no;delivery;pickup at workshop;monthly invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"keep knowledge note concise; holiday capacity tight";
MH-2025-12-5192;2025;2025-12-23 12:19;December;standing account email;Unclear / unidentifiable;voice note unclear;unknown;Email without signature: need box tomorrow, no address, asks if 'the calming one' is available;partial only;quiet, low energy;low-stimulation;nut allergy;maybe 2 bags;miso broth base;Winter;dried stock buffer + fresh rotation: dried porcini, holiday forest blend, dried chanterelle;high;logged only;no;market handoff;Köpenick;unknown;yes;Winter dried mushroom-miso broth / holiday forest box;"keep knowledge note concise; holiday capacity tight";
MH-2025-12-5193;2025;2025-12-18 06:41;December;phone note;Private customer;Clara M.;returning customer;Hi Thomas, can I get 1 portions for Friday? I feel dark season and need something that does not sit too heavy. no onions;clear;sleep disruption, low energy;cooling;no onions;1 portions;holiday forest blend, miso broth base;Winter;Polish shipment + local cultivated stock: oyster mushroom, holiday forest blend, dried porcini;high;partial;yes;evening pickup;Kreuzberg;paid via webshop;no;Winter dried mushroom-miso broth / holiday forest box;"repeat client expects continuity; explain substitution plainly; holiday capacity tight";
MH-2025-12-5194;2025;2025-12-18 20:43;December;phone note;B2B account;Restaurant Pure;catering/yoga retreat;Restaurant Pure: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 21.8 kg.;clear;need warmth, dark season;grounding;no onions;21.8 kg;dried porcini, miso broth base, oyster mushroom;Winter;mature supplier network: dried chanterelle, miso broth base, oyster mushroom;medium;rescheduled;no;early delivery;Wedding;invoice end of month;yes;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; holiday capacity tight";
MH-2025-12-5195;2025;2025-12-25 08:56;December;webshop note;B2B account;Prenzlauer Berg Specialty Cafe;specialty coffee;"Standing order confirmation for 22.6 kg. We need delivery before 10:00; chef asks for lighter prep notes for the team.";mostly clear;quiet, low energy;light digestion;nut allergy;22.6 kg;holiday forest blend, dried porcini, oyster mushroom;Winter;mature supplier network: dried chanterelle, miso broth base, holiday forest blend;high;partial;yes;kitchen drop-off;Friedrichshain;standing account invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; mark inventory pressure for next week; holiday capacity tight";
MH-2025-12-5196;2025;2025-12-25 22:46;December;phone note;Private customer;Jonas K.;weekly private rhythm;Hello, do you have miso broth base available? I am cooking for medium box. Need it labelled if possible.;needs follow-up;dark season, sleep disruption;easy evening food;lactose-free;medium box;dried porcini, holiday forest blend, oyster mushroom;Winter;dried stock buffer + fresh rotation: dried porcini, dried chanterelle, oyster mushroom;high;fulfilled;yes;delivery;Köpenick;bank transfer;yes;Winter dried mushroom-miso broth / holiday forest box;"keep knowledge note concise; holiday capacity tight";
MH-2025-12-5197;2025;2025-12-04 07:41;December;standing account email;B2B account;Cafe Sonnenweg;hotel kitchen;"Standing order confirmation for 12.7 kg. We need delivery before 10:00; chef asks for lighter prep notes for the team.";clear;dark season, need warmth;light digestion;mostly plant-based;12.7 kg;holiday forest blend;Winter;Polish shipment + local cultivated stock: oyster mushroom, miso broth base, dried chanterelle;high;fulfilled;no;standing route drop;pickup at workshop;bank transfer after delivery;new in trial;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; holiday capacity tight";
MH-2025-12-5198;2025;2025-12-25 19:58;December;webshop note;Private customer;repeat customer;gift order;Hello, do you have dried porcini available? I am cooking for medium box. Pickup after work possible?;mostly clear;quiet, sleep disruption;warmth without heaviness;vegetarian;medium box;dried porcini, oyster mushroom;Winter;dried stock buffer + fresh rotation: dried porcini, oyster mushroom, holiday forest blend;high;partial;yes;pickup;Wedding;bank transfer;unknown;Winter dried mushroom-miso broth / holiday forest box;"watch delivery timing and storage capacity; explain substitution plainly; holiday capacity tight";
MH-2025-12-5199;2025;2025-12-29 21:43;December;email;Private customer;Hanna W.;returning customer;Short SMS: need a small box box, feeling sleep disruption, no garlic. Can pick up in Mitte.;clear;need warmth, dark season;easy evening food;no garlic;small box;dried chanterelle, oyster mushroom, holiday forest blend;Winter;dried stock buffer + fresh rotation: miso broth base, holiday forest blend, dried chanterelle;high;fulfilled;yes;route drop;Köpenick;cash on pickup;yes;Winter dried mushroom-miso broth / holiday forest box;"profile already in account sheet; holiday capacity tight";
MH-2025-12-5200;2025;2025-12-26 07:16;December;shared calendar note;B2B account;Prenzlauer Berg Specialty Cafe;cafe/brunch;Prenzlauer Berg Specialty Cafe: Please keep our usual rhythm this week, 24.7 kg. Same seasonal direction unless forest availability changed.;clear;sleep disruption, need warmth;cooling;nut allergy;24.7 kg;oyster mushroom, holiday forest blend;Winter;standing B2B allocation: dried chanterelle, dried porcini, oyster mushroom;high;fulfilled;no;standing route drop;Wedding;bank transfer after delivery;new in trial;Winter dried mushroom-miso broth / holiday forest box;"keep knowledge note concise; holiday capacity tight";
MH-2025-12-5201;2025;2025-12-04 22:34;December;webshop note;Unclear / unidentifiable;no signature;unknown;same as before?? can you do it friday;messy;dark season, sleep disruption;easy evening food;gluten-free;unclear;oyster mushroom;Winter;dried stock buffer + fresh rotation: miso broth base, dried porcini, dried chanterelle;high;needs clarification;no;evening pickup;Kreuzberg;not discussed;yes;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; holiday capacity tight";
MH-2025-12-5202;2025;2025-12-15 19:22;December;shared calendar note;Private customer;repeat customer;mood box;Hey, same direction as last time if possible, but more simple. Quantity: 0.9 kg.;mostly clear;sleep disruption, quiet;low-stimulation;lactose-free;0.9 kg;holiday forest blend, oyster mushroom, miso broth base;Winter;dried stock buffer + fresh rotation: dried porcini, dried chanterelle, oyster mushroom;very high;fulfilled;no;market handoff;delivery route east;transfer within 3 days;unknown;Winter dried mushroom-miso broth / holiday forest box;"keep knowledge note concise; holiday capacity tight";
MH-2025-12-5203;2025;2025-12-21 11:18;December;WhatsApp;Private customer;Stefan W.;gift order;Web note: Mushroom Mood Today — feeling sleep disruption. Please choose from what is actually good this week. Need same as last time.;mostly clear;low energy, sleep disruption;easy evening food;gluten-free;same as last time;holiday forest blend, dried porcini, dried chanterelle;Winter;mature supplier network: dried porcini, dried chanterelle, holiday forest blend;very high;rescheduled;yes;pickup;Mitte;bank transfer;unknown;Winter dried mushroom-miso broth / holiday forest box;"watch delivery timing and storage capacity; holiday capacity tight";
MH-2025-12-5204;2025;2025-12-05 18:00;December;phone note;B2B account;Workspace Coffee Mitte;specialty coffee;Please reduce by 15% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 9.3 kg.;clear;dark season, low energy;cooling;lactose-free;9.3 kg;oyster mushroom, dried porcini, miso broth base;Winter;Polish shipment + local cultivated stock: holiday forest blend, dried porcini, miso broth base;very high;fulfilled;no;kitchen drop-off;Friedrichshain;standing account invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; holiday capacity tight";
MH-2025-12-5205;2025;2025-12-27 11:29;December;WhatsApp;B2B account;Catering Kollektiv Ost;specialty coffee;Catering Kollektiv Ost: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 8.6 kg.;clear;need warmth, low energy;easy evening food;gluten-free;8.6 kg;holiday forest blend, oyster mushroom;Winter;Polish shipment + local cultivated stock: holiday forest blend, dried porcini, dried chanterelle;high;substituted;yes;kitchen drop-off;Kreuzberg;invoice end of month;yes;Winter dried mushroom-miso broth / holiday forest box;"keep knowledge note concise; explain substitution plainly; holiday capacity tight";
MH-2025-12-5206;2025;2025-12-16 08:03;December;WhatsApp;B2B account;Mitte Wellness Hotel;hotel kitchen;Menu planning: can you hold 31.8 kg around dried chanterelle profile for next week? Please include substitution options if Polish shipment is late.;clear;low energy, need warmth;focus support;no onions;31.8 kg;holiday forest blend, oyster mushroom, dried chanterelle;Winter;functional blend stock: holiday forest blend, dried porcini, oyster mushroom;high;fulfilled;no;standing route drop;delivery route east;bank transfer after delivery;yes;Winter dried mushroom-miso broth / holiday forest box;"repeat client expects continuity; holiday capacity tight";
MH-2025-12-5207;2025;2025-12-08 11:26;December;email;B2B account;Workspace Coffee Mitte;restaurant;"Standing order confirmation for 30.2 kg. We need delivery before 09:00; chef asks for lighter prep notes for the team.";clear;need warmth, low energy;restorative;no onions;30.2 kg;miso broth base, dried porcini, oyster mushroom;Winter;mature supplier network: oyster mushroom, miso broth base, dried porcini;very high;fulfilled;yes;early delivery;Köpenick;bank transfer after delivery;new in trial;Winter dried mushroom-miso broth / holiday forest box;"keep knowledge note concise; holiday capacity tight";
MH-2025-12-5208;2025;2025-12-19 13:51;December;shared calendar note;B2B account;Friedrichshain Bistro;specialty coffee;Friedrichshain Bistro: Please keep our usual rhythm this week, 21.2 kg. Same seasonal direction unless forest availability changed.;clear;sleep disruption, low energy;grounding;lactose-free;21.2 kg;oyster mushroom, holiday forest blend;Winter;mature supplier network: dried porcini, dried chanterelle, miso broth base;very high;partial;yes;early delivery;Charlottenburg;monthly invoice;new in trial;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; explain substitution plainly; holiday capacity tight";
MH-2025-12-5209;2025;2025-12-22 20:55;December;standing account email;B2B account;Yoga Retreat Kitchen;specialty coffee;Yoga Retreat Kitchen: Please keep our usual rhythm this week, 32.0 kg. Same seasonal direction unless forest availability changed.;clear;low energy, sleep disruption;restorative;nut allergy;32.0 kg;holiday forest blend, dried chanterelle;Winter;Polish shipment + local cultivated stock: dried chanterelle, dried porcini, oyster mushroom;very high;rescheduled;yes;kitchen drop-off;Charlottenburg;standing account invoice;new in trial;Winter dried mushroom-miso broth / holiday forest box;"profile already in account sheet; holiday capacity tight";
MH-2025-12-5210;2025;2025-12-20 14:24;December;WhatsApp;Private customer;Michael K.;event dinner;Web note: Mushroom Mood Today — feeling low energy. Please choose from what is actually good this week. Need 1 portions.;clear;low energy, dark season;focus support;nut allergy;1 portions;dried chanterelle;Winter;Polish shipment + local cultivated stock: miso broth base, dried chanterelle, oyster mushroom;high;partial;yes;route drop;Friedrichshain;paid via webshop;no;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; offer equivalent texture rather than same species; holiday capacity tight";
MH-2025-12-5211;2025;2025-12-08 21:40;December;shared calendar note;B2B account;Yoga Retreat Kitchen;specialty coffee;"Standing order confirmation for 31.5 kg. We need delivery before 09:00; chef asks for lighter prep notes for the team.";clear;need warmth, low energy;cooling;lactose-free;31.5 kg;dried porcini, holiday forest blend, oyster mushroom;Winter;mature supplier network: oyster mushroom, dried porcini, miso broth base;medium;fulfilled;no;standing route drop;Kreuzberg;monthly invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"profile already in account sheet; holiday capacity tight";
MH-2025-12-5212;2025;2025-12-30 06:50;December;phone note;Private customer;Michael K.;gift order;Web note: Mushroom Mood Today — feeling quiet. Please choose from what is actually good this week. Need 1.7 kg.;mostly clear;sleep disruption, need warmth;light digestion;nut allergy;1.7 kg;holiday forest blend, miso broth base, dried porcini;Winter;functional blend stock: holiday forest blend, miso broth base, dried porcini;medium;fulfilled;no;route drop;pickup at workshop;transfer within 3 days;yes;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; holiday capacity tight";
MH-2025-12-5213;2025;2025-12-14 09:28;December;webshop note;B2B account;Restaurant Pure;specialty coffee;Please reduce by 25% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 10.8 kg.;mostly clear;dark season, sleep disruption;grounding;mostly plant-based;10.8 kg;dried porcini, miso broth base;Winter;standing B2B allocation: dried chanterelle, miso broth base, oyster mushroom;high;partial;yes;delivery;Friedrichshain;monthly invoice;new in trial;Winter dried mushroom-miso broth / holiday forest box;"keep knowledge note concise; mark inventory pressure for next week; holiday capacity tight";
MH-2025-12-5214;2025;2025-12-30 14:04;December;email;B2B account;Catering Kollektiv Ost;specialty coffee;Catering Kollektiv Ost: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 16.6 kg.;needs follow-up;quiet, need warmth;grounding;vegan;16.6 kg;dried porcini, dried chanterelle, oyster mushroom;Winter;mature supplier network: miso broth base, oyster mushroom, dried porcini;medium;fulfilled;no;standing route drop;Prenzlauer Berg;invoice end of month;new in trial;Winter dried mushroom-miso broth / holiday forest box;"keep knowledge note concise; holiday capacity tight";
MH-2025-12-5215;2025;2025-12-16 10:23;December;phone note;Private customer;repeat customer;gift order;Short SMS: need a same as last time box, feeling quiet, nut allergy. Can pick up in Kreuzberg.;clear;need warmth, low energy;light digestion;nut allergy;same as last time;dried porcini, holiday forest blend;Winter;functional blend stock: dried chanterelle, miso broth base, oyster mushroom;medium;fulfilled;no;market handoff;Friedrichshain;transfer within 3 days;unknown;Winter dried mushroom-miso broth / holiday forest box;"profile already in account sheet; holiday capacity tight";
MH-2025-12-5216;2025;2025-12-03 12:31;December;shared calendar note;B2B account;Friedrichshain Bistro;specialty coffee;Friedrichshain Bistro: guest feedback strong on the current mix. Add a short seasonal line for the menu card if possible. Quantity 10.8 kg.;needs follow-up;need warmth, low energy;low-stimulation;nut allergy;10.8 kg;dried porcini;Winter;mature supplier network: holiday forest blend, dried chanterelle, oyster mushroom;high;partial;yes;early delivery;Schöneberg;standing account invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"keep knowledge note concise; offer equivalent texture rather than same species; holiday capacity tight";
MH-2025-12-5217;2025;2025-12-08 09:04;December;email;B2B account;Cafe Sonnenweg;specialty coffee;Please reduce by 20% this week due to bookings/heat, but keep the same mood profile. Baseline noted as 15.8 kg.;clear;sleep disruption, dark season;light digestion;no garlic;15.8 kg;holiday forest blend, dried porcini;Winter;functional blend stock: dried porcini, dried chanterelle, holiday forest blend;medium;fulfilled;no;kitchen drop-off;Mitte;bank transfer after delivery;new in trial;Winter dried mushroom-miso broth / holiday forest box;"profile already in account sheet; holiday capacity tight";
MH-2025-12-5218;2025;2025-12-09 13:35;December;WhatsApp;B2B account;Bistro Neukölln;cafe/brunch;Menu planning: can you hold 8.6 kg around oyster mushroom profile for next week? Please include substitution options if Polish shipment is late.;clear;low energy, quiet;cooling;gluten-free;8.6 kg;holiday forest blend, miso broth base, dried porcini;Winter;standing B2B allocation: dried chanterelle, holiday forest blend, oyster mushroom;high;fulfilled;no;early delivery;Charlottenburg;standing account invoice;yes;Winter dried mushroom-miso broth / holiday forest box;"preserve seasonal sentence for receipt; holiday capacity tight";
MH-2025-12-5219;2025;2025-12-04 19:35;December;webshop note;B2B account;Catering Kollektiv Ost;specialty coffee;Catering Kollektiv Ost: Please keep our usual rhythm this week, 30.3 kg. Same seasonal direction unless forest availability changed.;clear;low energy, quiet;focus support;no garlic;30.3 kg;dried chanterelle, dried porcini, oyster mushroom;Winter;Polish shipment + local cultivated stock: holiday forest blend, dried chanterelle, oyster mushroom;very high;partial;yes;delivery;Kreuzberg;bank transfer after delivery;new in trial;Winter dried mushroom-miso broth / holiday forest box;"profile already in account sheet; explain substitution plainly; holiday capacity tight";
MH-2025-12-5220;2025;2025-12-31 11:13;December;WhatsApp;B2B account;Hotel am Stein;specialty coffee;Hotel am Stein: Please keep our usual rhythm this week, 11.8 kg. Same seasonal direction unless forest availability changed.;clear;need warmth, dark season;restorative;vegetarian;11.8 kg;dried chanterelle;Winter;Polish shipment + local cultivated stock: oyster mushroom, dried chanterelle, miso broth base;high;fulfilled;yes;early delivery;Köpenick;bank transfer after delivery;yes;Winter dried mushroom-miso broth / holiday forest box;"repeat client expects continuity; holiday capacity tight";
