record_id,date,time,weather,season,clean_message,source_file
1251,2012-07-12,08:32,Weak sun,Summer,"Contact form: ""Just me, very small appetite, hot days."" They ask for a tiny vegan portion. You prepare a micro box for Friday.",mushroom_Orders_v1.rtf
1252,2012-07-13,09:59,Mild sun,Summer,SMS: group of five confirms and adds that one person is lactose intolerant. You avoid dairy in that box and confirm pickup time.,mushroom_Orders_v1.rtf
1253,2012-07-14,11:27,Light clouds,Summer,"Email: cafe trial of 1 kg happens; they later report sales were okay but still uncertain. They decide to not commit regularly yet. You log ""no stable cafe order.""",mushroom_Orders_v1.rtf
1254,2012-07-15,10:24,Weak sun,Summer,"Contact form: ""Sunday, low social energy, just one person."" They request a small portion. You confirm for early evening.",mushroom_Orders_v1.rtf
1255,2012-07-16,08:09,Light rain,Summer,Email: July weekly customer writes that the second box size was perfect. They ask to keep that amount. You note this as fixed.,mushroom_Orders_v1.rtf
1256,2012-07-17,10:45,Light clouds,Summer,"SMS: someone asks if they can get a box for their parents visiting, two people, vegetarian. They need it Thursday. You agree and put them on the list.",mushroom_Orders_v1.rtf
1257,2012-07-18,09:19,Overcast,Summer,"Contact form: ""I can't cook much, have low capacity."" They still want something small, vegan. You confirm a simple small portion, ready Friday.",mushroom_Orders_v1.rtf
1258,2012-07-19,08:35,Weak sun,Summer,"Email: person says they're not sure if July weekly rhythm is too much for them; they may pause August. You reply that pausing is fine, just let you know by end of July.",mushroom_Orders_v1.rtf
1259,2012-07-20,09:55,Mild sun,Summer,"Contact form: ""Weekend box for three, no strict rules, just no meat."" They want Saturday pickup. You confirm and estimate the price.",mushroom_Orders_v1.rtf
1260,2012-07-21,11:40,Light clouds,Summer,"SMS: group for three arrives late and asks if you can stay 30 minutes longer. You accept once, but mention by message that next times need clearer timing.",mushroom_Orders_v1.rtf
1261,2012-07-22,10:33,Weak sun,Summer,"Email: yoga teacher from spring reappears, thinking of an August weekend event with 2 kg. You say you're open but ask for exact date and number of people.",mushroom_Orders_v1.rtf
1262,2012-07-23,08:13,Light rain,Summer,"Contact form: ""I'm back from travel, want the same tiny box as months ago."" Single, vegan. You check old notes and agree.",mushroom_Orders_v1.rtf
1263,2012-07-24,10:52,Light clouds,Summer,SMS: Tuesday client confirms they're skipping this week and will return next. You note the gap and adjust picking list.,mushroom_Orders_v1.rtf
1264,2012-07-25,09:28,Overcast,Summer,"Email: person wants a spontaneous mid-week box for two, tonight, but doesn't give dietary info. You respond asking if there are any basic restrictions before confirming.",mushroom_Orders_v1.rtf
1265,2012-07-26,08:44,Weak sun,Summer,"Contact form: ""Mood: scattered, low hunger, just one tiny portion."" They want pickup Friday. You confirm micro quantity.",mushroom_Orders_v1.rtf
1266,2012-07-27,09:48,Mild sun,Summer,"SMS: group from earlier in month asks for repeat five-person box, same budget. You agree but remind them last time was a bit much; they say they'll invite another friend.",mushroom_Orders_v1.rtf
1267,2012-07-28,11:37,Light clouds,Summer,Email: they later report that the group actually was smaller and they had leftovers again. They ask you to strongly reduce future group size. You update their profile.,mushroom_Orders_v1.rtf
1268,2012-07-29,10:21,Weak sun,Summer,"Contact form: ""Hot day, I barely want to eat, but need something."" Vegan. You offer a small box that doesn't overload them.",mushroom_Orders_v1.rtf
1269,2012-07-30,08:05,Light rain,Summer,Email: weekly July customer confirms they'll pause for August entirely and resume maybe in September. You mark them as inactive for next month.,mushroom_Orders_v1.rtf
1270,2012-07-31,10:41,Light clouds,Summer,"SMS: person asks for any leftover mini box for tonight, last day of month. You check and can offer a very small one if they pick up before 20:00.",mushroom_Orders_v1.rtf
1271,2012-08-01,08:11,Weak sun,Summer,"Contact form: ""New month, first time ordering, two vegetarians."" They ask for enough for two meals. You confirm for Friday.",mushroom_Orders_v1.rtf
1272,2012-08-02,10:53,Light clouds,Summer,SMS: Tuesday client asks if they can try one August box instead of pausing fully. You agree on a single mid-month date.,mushroom_Orders_v1.rtf
1273,2012-08-03,09:27,Overcast,Summer,Email: yoga teacher confirms August event with 2 kg and mostly plant-based participants. They ask for simple label again. You agree.,mushroom_Orders_v1.rtf
1274,2012-08-04,11:16,Mild sun,Summer,"Contact form: ""Weekend, small appetite, just one portion."" Vegan. You confirm a tiny box and note their name as new.",mushroom_Orders_v1.rtf
1275,2012-08-05,10:37,Weak sun,Summer,"Email: person from Wedding asks if you can meet at a different U-Bahn, easier for them. You negotiate and find a time at Schönleinstra 'dfe tomorrow.",mushroom_Orders_v1.rtf
1276,2012-08-06,08:03,Light rain,Summer,"SMS: Monday-style client reappears only for this week, wants their usual small box. You confirm and mark it as one-time.",mushroom_Orders_v1.rtf
1277,2012-08-07,10:42,Light clouds,Summer,"Contact form: ""I'm working late, can pickup at 21:30, one vegetarian box."" You accept and ask them to text just before ringing.",mushroom_Orders_v1.rtf
1278,2012-08-08,09:15,Overcast,Summer,"Email: group wants enough for five on Friday, but cheap. You explain you can only adjust by reducing quantity, not lowering price per gram. They agree to a slightly smaller box.",mushroom_Orders_v1.rtf
1279,2012-08-09,08:26,Weak sun,Summer,"Contact form: ""Mood: restless, not sure about food."" They want just one meal for themselves. You confirm and plan a modest box.",mushroom_Orders_v1.rtf
1280,2012-08-10,09:44,Mild sun,Summer,"SMS: someone asks if they can split one box between two evenings for themselves. You say yes, and that you'll keep overall quantity small. They confirm.",mushroom_Orders_v1.rtf
1281,2012-08-11,11:30,Light clouds,Summer,"Email: yoga teacher picks up 2 kg and later says the amount was slightly heavy but manageable. They plan to repeat same size later in year. You log ""2 kg fine.""",mushroom_Orders_v1.rtf
1282,2012-08-12,10:25,Weak sun,Summer,"Contact form: ""Sunday, want to avoid restaurants, just one or two meals."" Vegetarian. You confirm for evening pickup and keep amount moderate.",mushroom_Orders_v1.rtf
1283,2012-08-13,08:09,Light rain,Summer,Email: returning cafe from spring asks if you have any capacity in late August for 1 kg again. You answer you can fit one more test weekend.,mushroom_Orders_v1.rtf
1284,2012-08-14,10:49,Light clouds,Summer,"SMS: Tuesday client takes their one August box and later texts it felt good to return. They still don't commit to a full schedule. You note ""occasional only.""",mushroom_Orders_v1.rtf
1285,2012-08-15,09:22,Overcast,Summer,"Contact form: ""First time, I'm vegan and sensitive, please tiny box."" You accept and suggest Friday 18:30 pickup.",mushroom_Orders_v1.rtf
1286,2012-08-16,08:34,Weak sun,Summer,"Email: someone asks if they can have a one-off box for a date night for two, vegetarian. They mention wanting something light. You confirm and note the date.",mushroom_Orders_v1.rtf
1287,2012-08-17,09:58,Mild sun,Summer,"Contact form: ""Need box for three friends, informal, mostly plant-based."" They're flexible on time. You assemble a medium box and propose 19:00 pickup.",mushroom_Orders_v1.rtf
1288,2012-08-18,11:41,Light clouds,Summer,"SMS: cafe test weekend 1 kg goes out; later they report sales were low because of hot weather. They decide to skip September. You mark ""no follow-up.""",mushroom_Orders_v1.rtf
1289,2012-08-19,10:32,Weak sun,Summer,Email: Sunday regular (on/off) writes that they'd like a one-time box next week but then pause until October. You schedule one date and mark longer break.,mushroom_Orders_v1.rtf
1290,2012-08-20,08:07,Light rain,Summer,"Contact form: ""I keep forgetting to eat, can I get a mid-week box for one."" Vegan, small. You confirm for Wednesday.",mushroom_Orders_v1.rtf
1291,2012-08-21,10:54,Light clouds,Summer,"SMS: group from earlier in summer wants a last meeting before people leave town, enough for four people. You agree and pack a slightly smaller size than in June.",mushroom_Orders_v1.rtf
1292,2012-08-22,09:31,Overcast,Summer,"Email: they later write that this reduced size was better. They say if they order again, they'll stick to that. You update their typical quantity.",mushroom_Orders_v1.rtf
1293,2012-08-23,08:43,Weak sun,Summer,"Contact form: ""Just a tiny experiment, I don't know if this is for me."" One person, minimal box. You accept and propose Saturday.",mushroom_Orders_v1.rtf
1294,2012-08-24,09:42,Mild sun,Summer,"SMS: someone asks if they can pick up at lunch break, 13:00, because evening is full. You check your schedule and say yes for this Friday only.",mushroom_Orders_v1.rtf
1295,2012-08-25,11:29,Light clouds,Summer,"Email: yoga teacher floats an idea of a September retreat but not sure yet. They ask if you'd be in principle available. You say ""probably"" but ask for exact dates before committing.",mushroom_Orders_v1.rtf
1296,2012-08-26,10:18,Weak sun,Summer,"Contact form: ""Sunday, low budget, 10–12 EUR, vegan."" They still want something mood-based. You design a micro box within that budget.",mushroom_Orders_v1.rtf
1297,2012-08-27,08:12,Light rain,Summer,Email: Monday-style clients remain paused; one writes they may not restart at all. You acknowledge and close their recurring entry.,mushroom_Orders_v1.rtf
1298,2012-08-28,10:47,Light clouds,Summer,"SMS: person asks if they can order ""the same as last month around this time"" but you can't find clear notes. You reply asking which date and size they mean. They clarify with an approximate description.",mushroom_Orders_v1.rtf
1299,2012-08-29,09:28,Overcast,Summer,"Contact form: ""Tiny appetite, just me."" Vegan, wants pickup Friday. You confirm and label it as ""micro.""",mushroom_Orders_v1.rtf
1300,2012-08-30,08:37,Weak sun,Summer,"Email: cafe that tried twice decides to fully stop for now, thanks you again. Operationally you update your B2B list. Capacity opens for private orders.",mushroom_Orders_v1.rtf
1301,2012-08-31,09:51,Mild sun,Summer,"Contact form: ""End of summer, want one last small box for two dinners."" Vegetarian. You confirm tonight and close August with that order.",mushroom_Orders_v1.rtf
1302,2012-09-01,10:15,Light clouds,Autumn,"Email: someone wants to start ""September Sundays,"" small box every second Sunday. One person, vegetarian. You agree but keep it informal, no contract.",mushroom_Orders_v1.rtf
1303,2012-09-02,11:04,Cool clouds,Autumn,"Contact form: ""Feeling drained, want something calming, vegan."" They ask for a one-time small order. You confirm pickup at 18:00.",mushroom_Orders_v1.rtf
1304,2012-09-03,08:06,Overcast,Autumn,SMS: group from August thanks you and says they likely won't order again until next year. You log them as inactive but keep their notes.,mushroom_Orders_v1.rtf
1305,2012-09-04,10:49,Light drizzle,Autumn,Email: person asks if mushrooms are changing now with the season and if that affects your boxes. They want a small box for Friday regardless. You answer briefly and confirm.,mushroom_Orders_v1.rtf
1306,2012-09-05,09:19,Cool grey,Autumn,"Contact form: ""I am very tired, low appetite, vegetarian."" They request a tiny portion. You propose Thursday evening.",mushroom_Orders_v1.rtf
1307,2012-09-06,08:33,Light rain,Autumn,"SMS: new number asks for a small box and says ""I trust you, do whatever,"" no diet info. You reply asking at least if they eat meat; they say no. You confirm.",mushroom_Orders_v1.rtf
1308,2012-09-07,09:40,Overcast,Autumn,Email: yoga teacher confirms one September retreat weekend with 2.5 kg. They anticipate more participants. You agree and mark the date.,mushroom_Orders_v1.rtf
1309,2012-09-08,11:30,Cool sun,Autumn,"Contact form: ""First autumn weekend, me and one friend, vegetarian."" They ask you to choose amount for 20 EUR. You assemble and confirm.",mushroom_Orders_v1.rtf
1310,2012-09-09,10:23,Light clouds,Autumn,Email: September Sunday customer misses their first planned date and apologizes. They ask to restart next week. You accept and make a note.,mushroom_Orders_v1.rtf
1311,2012-09-10,08:10,Grey sky,Autumn,"Contact form: ""I've been meaning to try this since spring."" They want a small vegan box, no strong herbs. You confirm Wednesday.",mushroom_Orders_v1.rtf
1312,2012-09-11,10:52,Light drizzle,Autumn,SMS: former Tuesday client sends a goodbye message; they're moving away. They thank you for the months of boxes. You close their entry.,mushroom_Orders_v1.rtf
1313,2012-09-12,09:27,Overcast,Autumn,"Email: someone requests a box for four people for Saturday, mostly vegetarian. They ask whether you can split into two paper bags. You agree.",mushroom_Orders_v1.rtf
1314,2012-09-13,08:43,Light rain,Autumn,"Contact form: ""Tiny order, recovering from illness, no heavy load."" Vegan. You plan a very light box for Friday.",mushroom_Orders_v1.rtf
1315,2012-09-14,09:53,Cool clouds,Autumn,SMS: yoga teacher double-checks 2.5 kg for retreat and asks you to label crates clearly with date. You confirm.,mushroom_Orders_v1.rtf
1316,2012-09-15,11:42,Cool sun,Autumn,Email: new cafe in Friedrichshain inquires if you can supply 1–2 kg once in October. They just want to know if principle is possible. You say yes but ask for specific weekend.,mushroom_Orders_v1.rtf
1317,2012-09-16,10:37,Light clouds,Autumn,"Contact form: ""Sunday, low social battery, just one meal."" Vegetarian. You confirm for early evening.",mushroom_Orders_v1.rtf
1318,2012-09-17,08:05,Overcast,Autumn,Email: Sunday September customer says their first actual box felt right in size. They ask to keep it stable for now. You mark size as fixed.,mushroom_Orders_v1.rtf
1319,2012-09-18,10:45,Light drizzle,Autumn,"SMS: person asks for a one-time ""testing"" box for two, mid-week. You confirm Thursday and ask if there are any allergies. They reply ""no.""",mushroom_Orders_v1.rtf
1320,2012-09-19,09:29,Grey sky,Autumn,"Contact form: ""I'm on a tight budget, 12 EUR max, vegan."" They still want mood-based selection. You adjust quantity accordingly.",mushroom_Orders_v1.rtf
1321,2012-09-20,08:34,Light rain,Autumn,"Email: yoga retreat weekend participants increase, teacher asks if you can go up to 3 kg. You accept but note ""upper limit"" in your head.",mushroom_Orders_v1.rtf
1322,2012-09-21,09:50,Cool clouds,Autumn,"Contact form: ""Friday, need something for two calm dinners, vegetarian."" They request pickup at 19:00. You confirm.",mushroom_Orders_v1.rtf
1323,2012-09-22,11:36,Cool sun,Autumn,"SMS: one participant from retreat separately asks for a tiny box for home, vegan. You say you can spare a small portion if they pick up after the event. They agree.",mushroom_Orders_v1.rtf
1324,2012-09-23,10:15,Light clouds,Autumn,Email: Sunday customer delays pickup by two hours and wants to make sure that's okay. You confirm and keep the box in the fridge.,mushroom_Orders_v1.rtf
1325,2012-09-24,08:03,Overcast,Autumn,"Contact form: ""Weekend box was a bit big, can we reduce next time."" Single, vegetarian. You adjust their amount down.",mushroom_Orders_v1.rtf
1326,2012-09-25,10:51,Light drizzle,Autumn,SMS: cafe from Friedrichshain confirms they want 1.5 kg on a specific October Saturday. They send their address. You log it under B2B.,mushroom_Orders_v1.rtf
1327,2012-09-26,09:33,Grey sky,Autumn,"Email: person wants a tiny box for after therapy on Friday, vegan. They emphasize not too much quantity. You answer that you'll keep it small.",mushroom_Orders_v1.rtf
1328,2012-09-27,08:42,Light rain,Autumn,"Contact form: ""I think I over-ordered last time, this time please half size."" They still want two dinners' worth for one. You calibrate accordingly.",mushroom_Orders_v1.rtf
1329,2012-09-28,09:58,Cool clouds,Autumn,"SMS: group order for four asks for 18:30 pickup instead of 19:00. You adjust and reply ""ok, 18:30.""",mushroom_Orders_v1.rtf
1330,2012-09-29,11:40,Cool sun,Autumn,"Email: yoga teacher reports retreat went smoothly with 3 kg, maybe slightly abundant. They suggest 2.7 kg next time. You record the detail.",mushroom_Orders_v1.rtf
1331,2012-09-30,10:22,Light clouds,Autumn,"Contact form: ""End of month, want a small grounding box, vegan."" They request a narrow pickup window. You confirm and schedule.",mushroom_Orders_v1.rtf
1332,2012-10-01,08:09,Overcast,Autumn,Email: Sunday September customer says they want to continue in October but only twice. You plan two Sundays and mark the rest as open.,mushroom_Orders_v1.rtf
1333,2012-10-02,10:48,Light drizzle,Autumn,"SMS: one-off customer from summer returns, asking for a small vegetarian box before a stressful week. You confirm Thursday pickup.",mushroom_Orders_v1.rtf
1334,2012-10-03,09:05,Cool grey,Autumn,"Contact form: ""Public holiday, if you work I'd like a box for two."" They mention being mostly vegetarian. You say you can fit one extra order in.",mushroom_Orders_v1.rtf
1335,2012-10-04,08:29,Light rain,Autumn,Email: cafe in Friedrichshain asks if October 13th 1.5 kg is still okay. You confirm and remind them of rough price. They agree.,mushroom_Orders_v1.rtf
1336,2012-10-05,09:47,Cool clouds,Autumn,"Contact form: ""Feeling scattered, three dinners, vegan, nothing extreme."" They want Sunday collection. You accept and set time.",mushroom_Orders_v1.rtf
1337,2012-10-06,11:33,Cool sun,Autumn,"SMS: new person asks for a micro order, says they ""want to see what it's like without committing."" You agree to a tiny box and schedule for Monday.",mushroom_Orders_v1.rtf
1338,2012-10-07,10:19,Light clouds,Autumn,"Email: Sunday customer says today's box was perfect, wants the same next time. You mark ""copy 7.10 size"" for their profile.",mushroom_Orders_v1.rtf
1339,2012-10-08,08:02,Overcast,Autumn,"Contact form: ""Monday, low appetite, just me."" Vegan, wants something easily stored one extra day. You confirm.",mushroom_Orders_v1.rtf
1340,2012-10-09,10:54,Light drizzle,Autumn,"SMS: group of colleagues wants enough for four for Thursday, mostly vegetarian. You agree and ask for one dietary note; they say no serious restrictions.",mushroom_Orders_v1.rtf
1341,2012-10-10,09:21,Grey sky,Autumn,"Email: someone asks if you can provide mushrooms for a small office lunch, about 1.5 kg, one-time. You accept and add their workplace address to your notes.",mushroom_Orders_v1.rtf
1342,2012-10-11,08:38,Light rain,Autumn,"Contact form: ""Mood: nervous before exam, tiny vegan box."" They want pickup Friday. You confirm and keep quantity minimal.",mushroom_Orders_v1.rtf
1343,2012-10-12,09:56,Cool clouds,Autumn,"SMS: office lunch order checks time, wants to shift from 12:00 to 11:30. You say ""ok"" and adjust.",mushroom_Orders_v1.rtf
1344,2012-10-13,11:45,Cool sun,Autumn,"Email: cafe receives 1.5 kg and says they sold half, might try again in November. You note ""maybe Nov"" and keep options open.",mushroom_Orders_v1.rtf
1345,2012-10-14,10:27,Light clouds,Autumn,"Contact form: ""Sunday, just one small meal."" Vegetarian, no other info. You confirm for early evening.",mushroom_Orders_v1.rtf
1346,2012-10-15,08:07,Overcast,Autumn,Email: Sunday twice-per-month customer confirms they're happy with the October rhythm so far. They say no changes for next time. You keep as is.,mushroom_Orders_v1.rtf
1347,2012-10-16,10:52,Light drizzle,Autumn,SMS: one-time office lunch contact asks vaguely about a regular arrangement; you answer that you prefer to stay flexible and small. They say they'll think about it.,mushroom_Orders_v1.rtf
1348,2012-10-17,09:33,Grey sky,Autumn,"Contact form: ""Single person, wants two quiet dinners this week."" Vegetarian. You propose Friday pickup and they accept.",mushroom_Orders_v1.rtf
1349,2012-10-18,08:41,Light rain,Autumn,"Email: person requests a ""between therapy sessions"" tiny box, very little quantity. You confirm and stress that you'll keep it small to avoid pressure.",mushroom_Orders_v1.rtf
1350,2012-10-19,09:52,Cool clouds,Autumn,"Contact form: ""Group of three, mostly vegan, for Saturday."" They ask you to keep it not too intense. You schedule and plan moderate quantities.",mushroom_Orders_v1.rtf
1351,2012-10-20,11:38,Cool sun,Autumn,"SMS: they later say portion was slightly large; next time they'll ask for less. You note ""reduce group of three.""",mushroom_Orders_v1.rtf
1352,2012-10-21,10:24,Light clouds,Autumn,Email: Sunday customer cancels one of their planned October boxes due to travel. They keep only the last Sunday. You free that mid-month slot.,mushroom_Orders_v1.rtf
1353,2012-10-22,08:10,Overcast,Autumn,"Contact form: ""Need something for two simple dinners, vegetarian."" They mention being very tired from work. You confirm for Wednesday.",mushroom_Orders_v1.rtf
1354,2012-10-23,10:49,Light drizzle,Autumn,SMS: someone asks if mushrooms keep well until Friday if they pick up today. You reply that it's better if they come closer to when they plan to eat. They reschedule.,mushroom_Orders_v1.rtf
1355,2012-10-24,09:26,Grey sky,Autumn,"Email: potential new cafe writes again but decides to wait until spring to start. You mark ""cafe postponed to 2013"".",mushroom_Orders_v1.rtf
1356,2012-10-25,08:35,Light rain,Autumn,"Contact form: ""Single, vegan, wants one supportive box after long week."" Pickup requested Friday. You confirm and note no onions.",mushroom_Orders_v1.rtf
1357,2012-10-26,09:48,Cool clouds,Autumn,"SMS: someone orders for four people for Sunday, but then cancels two hours later due to changed plans. You adjust your harvest plan and thank them for relatively early notice.",mushroom_Orders_v1.rtf
1358,2012-10-27,11:32,Cool sun,Autumn,Email: yoga teacher asks about possible winter event but is unsure if participants want heavier dishes then. You say you can adapt to seasons and wait for a concrete date.,mushroom_Orders_v1.rtf
1359,2012-10-28,10:30,Light clouds,Autumn,"Contact form: ""Quiet Sunday box, two small meals, vegetarian."" They ask for 17:30 pickup. You confirm.",mushroom_Orders_v1.rtf
1360,2012-10-29,08:13,Overcast,Autumn,Email: Sunday customer says they'll stop November and maybe restart December. You update schedule again.,mushroom_Orders_v1.rtf
1361,2012-10-30,10:54,Light drizzle,Autumn,"SMS: person asks for a Halloween small box, single portion, vegan. Pickup tomorrow. You agree and keep it modest.",mushroom_Orders_v1.rtf
1362,2012-10-31,09:37,Grey sky,Autumn,"Contact form: ""I forgot Halloween, but still want something for tonight."" They ask for enough for one dinner. You check capacity and accept one extra micro box.",mushroom_Orders_v1.rtf
1363,2012-11-01,08:06,Low grey,Autumn,Email: someone asks if you operate on public holidays in November. They want a small box for one of them. You reply that quantities will be limited but some orders are possible.,mushroom_Orders_v1.rtf
1364,2012-11-02,10:47,Light drizzle,Autumn,"Contact form: ""Cold days, tired, want two dinners for one person."" Vegetarian. You confirm for Sunday.",mushroom_Orders_v1.rtf
1365,2012-11-03,09:25,Grey sky,Autumn,SMS: group of friends wants enough for six people next weekend; you warn that this is near your upper limit. They still want to try. You agree but plan carefully.,mushroom_Orders_v1.rtf
1366,2012-11-04,10:38,Cool clouds,Autumn,"Email: last week's single-person box user says it was exactly enough. They book the same for next Sunday. You mark ""repeat size.""",mushroom_Orders_v1.rtf
1367,2012-11-05,08:11,Overcast,Autumn,"Contact form: ""I would like a very small box, vegan, low energy."" They ask for Tuesday. You confirm.",mushroom_Orders_v1.rtf
1368,2012-11-06,10:52,Light rain,Autumn,"SMS: group of six for weekend confirms some are vegan, others not. You plan a large but still manageable box and confirm price.",mushroom_Orders_v1.rtf
1369,2012-11-07,09:19,Grey drizzle,Autumn,"Email: someone asks if they can get a ""work week box"" for three dinners, but only this week. Vegetarian. You accept and schedule Thursday pickup.",mushroom_Orders_v1.rtf
1370,2012-11-08,08:32,Low grey,Autumn,"Contact form: ""Tiny snack-style portion, just to try."" Vegan. You reply that you can prepare a very small test amount and set Saturday.",mushroom_Orders_v1.rtf
1371,2012-11-09,09:44,Cool clouds,Autumn,"SMS: work-week customer delays pickup by one day. You say okay, but ask them to store everything in the fridge immediately. They agree.",mushroom_Orders_v1.rtf
1372,2012-11-10,11:40,Cool sun,Autumn,Email: group of six reports that the box was slightly too large but everyone liked the idea. They say next time they'll order for four instead. You adjust notes.,mushroom_Orders_v1.rtf
1373,2012-11-11,10:23,Light clouds,Autumn,"Contact form: ""Sunday, small box, vegetarian, low effort."" They ask for 18:00 pickup. You confirm.",mushroom_Orders_v1.rtf
1374,2012-11-12,08:09,Overcast,Autumn,"Email: person wants a single tiny box before a stressful exam week, vegan. You schedule Wednesday and promise light quantity.",mushroom_Orders_v1.rtf
1375,2012-11-13,10:50,Light drizzle,Autumn,"SMS: earlier cafe contact checks if you're open to a December test. You answer yes, but mention space is limited around holidays.",mushroom_Orders_v1.rtf
1376,2012-11-14,09:27,Grey sky,Autumn,"Contact form: ""I'm curious but have allergy to nuts and soy."" They want a small vegetarian box. You confirm and mark allergies clearly.",mushroom_Orders_v1.rtf
1377,2012-11-15,08:39,Light rain,Autumn,"Email: person asks if you have any data on how often people order; they're wondering if weekly is ""allowed."" You answer that there's no rule and they should feel into their own rhythm.",mushroom_Orders_v1.rtf
1378,2012-11-16,09:55,Cool clouds,Autumn,"Contact form: ""Two people, quiet weekend, vegetarian."" They ask for Saturday afternoon pickup. You agree.",mushroom_Orders_v1.rtf
1379,2012-11-17,11:35,Cool sun,Autumn,"SMS: small office asks for a one-time box for four colleagues on Monday. You accept and ask for basic dietary notes. They reply: one vegan, rest flexible.",mushroom_Orders_v1.rtf
1380,2012-11-18,10:28,Light clouds,Autumn,"Email: Sunday single-person customer decides to skip next week, saying they're stocked. You mark ""skip 25.11"".",mushroom_Orders_v1.rtf
1381,2012-11-19,08:04,Overcast,Autumn,"Contact form: ""Little appetite, want something that doesn't sit around all week."" They request just enough for one evening, vegan. You confirm.",mushroom_Orders_v1.rtf
1382,2012-11-20,10:51,Light drizzle,Autumn,SMS: office colleagues thank you after Monday's box and say they might repeat once in December. You log potential but no fixed date.,mushroom_Orders_v1.rtf
1383,2012-11-21,09:31,Grey sky,Autumn,"Email: someone wants a small box to share with their partner after therapy, vegetarian. They ask for Thursday evening. You accept.",mushroom_Orders_v1.rtf
1384,2012-11-22,08:37,Light rain,Autumn,"Contact form: ""Small, calm dinner for one, I don't eat meat."" They want Saturday. You confirm.",mushroom_Orders_v1.rtf
1385,2012-11-23,09:54,Cool clouds,Autumn,SMS: cafe that mentioned December test requests 1 kg on the 15th. You agree and record address again.,mushroom_Orders_v1.rtf
1386,2012-11-24,11:43,Cool sun,Autumn,Email: group of four asks about early December availability; you say there's room if they confirm soon. They reply they'll decide by Monday.,mushroom_Orders_v1.rtf
1387,2012-11-25,10:19,Light clouds,Autumn,"Contact form: ""Sunday, small grounding box, vegan."" Pickup requested late afternoon. You confirm and prepare.",mushroom_Orders_v1.rtf
1388,2012-11-26,08:12,Overcast,Autumn,Email: someone plans December and asks if you'll work during the week between Christmas and New Year. You say probably on a reduced scale. They ask to be updated.,mushroom_Orders_v1.rtf
1389,2012-11-27,10:48,Light drizzle,Autumn,SMS: early December group of four confirms date and mentions one gluten-free guest. You adapt your internal plan and reply.,mushroom_Orders_v1.rtf
1390,2012-11-28,09:22,Grey sky,Autumn,"Contact form: ""One person, exam stress, tiny portion."" Vegan. You say yes and set Friday evening.",mushroom_Orders_v1.rtf
1391,2012-11-29,08:30,Light rain,Autumn,"Email: cafe sends a reminder about the 15th December test order. You confirm again, to avoid confusion.",mushroom_Orders_v1.rtf
1392,2012-11-30,09:49,Cool clouds,Autumn,"Contact form: ""End of November, want to try a box before the holiday chaos starts."" Vegetarian, for two dinners. You confirm and close the month with that order.",mushroom_Orders_v1.rtf
1393,2012-12-01,10:13,Light clouds,Winter,Email: person asks if you're doing any special boxes for December or just normal ones. They still order a small vegan box for the week. You confirm.,mushroom_Orders_v1.rtf
1394,2012-12-02,11:07,Grey sky,Winter,"Contact form: ""First Advent, small box, two people, vegetarian."" They request pickup at 17:00. You agree.",mushroom_Orders_v1.rtf
1395,2012-12-03,08:09,Light drizzle,Winter,"SMS: office colleagues from November decide[2012-01-03 | 08:11 | Grey clouds | Winter] Email: new customer asks if Mushroom House is ""still active in winter"" and whether any fresh local mushrooms are available. They want a small box for two people, vegetarian, pickup this evening in Kreuzberg. You reply that you have limited stock and propose a modest box for 15 EUR.",mushroom_Orders_v1.rtf
1396,2012-01-04,10:37,Light snow,Winter,"Short SMS: ""Hi, I got your contact from a friend, can I try a small mix today?"" They say it's just for one person and that they don't eat meat. You confirm that a tiny box is possible if they come by after 18:00.",mushroom_Orders_v1.rtf
1397,2012-01-05,09:02,"Freezing, clear",Winter,"Email from someone in Neukölln: they ask if you do delivery or only pickup. They'd like around 300g ""of whatever is okay right now"" and say they feel tired from work. You answer that at the moment it's pickup only and suggest tomorrow evening.",mushroom_Orders_v1.rtf
1398,2012-01-06,07:49,Low grey,Winter,"Contact form: ""Feeling low energy, want something simple for one dinner."" Customer is vegetarian and asks roughly for 400g. You reply that you can prepare that for Saturday morning pickup at your place.",mushroom_Orders_v1.rtf
1399,2012-01-07,11:23,Weak sun,Winter,SMS after pickup: customer says the quantity was a bit too much for one person. They ask if next time you can make the box slightly smaller. You log the preference under their name.,mushroom_Orders_v1.rtf
1400,2012-01-09,08:28,Grey drizzle,Winter,"Email: ""Can I order something for two, nothing fancy, no onions."" They say they are not sure how much they need and ask you to decide. You suggest a medium box and propose pickup between 18:00–19:00.",mushroom_Orders_v1.rtf
1401,2012-01-10,12:03,Overcast,Winter,"Short message via contact form: ""I feel anxious today, need something grounding, vegetarian."" They want enough for one meal and ask if 10 EUR is okay. You confirm and reserve a small portion.",mushroom_Orders_v1.rtf
1402,2012-01-12,09:57,Light snow,Winter,"Email from previous buyer: ""Same as last week, but can you reduce the total a bit."" They mention they couldn't finish everything. You agree and prepare a slightly smaller box for Friday.",mushroom_Orders_v1.rtf
1403,2012-01-13,08:41,Grey sky,Winter,"SMS: ""Is there anything left for today?"" Customer asks for ""anything, not too heavy"" and says they can come by 20:30. You confirm you still have enough for one small order.",mushroom_Orders_v1.rtf
